incident_unique_id,eyear,state,incidentnum,incidentname,emonth,eday,edoy,syear,smonth,sday,sdoy,area_km2,costs,fatalities,home.destroyed,home.threat,max.pers,max.aerial,tot.pers,tot.aerial,max.agency.support,cause,confidence,geometry
CA-CZU-7213|2006|1,2006,CA,CA-CZU-7213,Huddart,9,28,271,2006,9,25,268,0.01618744,5e4,0,0,0,67,0,134,0,2,Unk,,"c(0, 0)"
CA-KRN-35857|2003|1,2003,CA,CA-KRN-35857,Pump,7,8,189,2003,7,7,188,3.02300442,0,0,0,0,7,0,7,0,1,Unk,,"c(0, 0)"
CA-LAC-10146126|2010|1,2010,CA,CA-LAC-10146126,ECHO LAKE,7,3,184,2010,7,1,182,0.08903092,425e3,0,0,0,127,0,341,0,1,Unk,NF,"c(-118.416667, 32.405)"
CA-LAC-102481|2007|1,2007,CA,CA-LAC-102481,ISLAND,5,15,135,2007,5,10,130,19.222585,51e5,0,1,700,771,2,5171,3,6,Unk,M,"c(-118.426111, 33.478889)"
CA-LAC-170524|2001|1,2001,CA,CA-LAC-170524,SLOAN,8,28,240,2e3,8,27,240,8.008735940000001,782e3,0,1,100,372,0,445,0,4,Unk,,"c(0, 0)"
CA-LMU-001954|2004|1,2004,CA,CA-LMU-001954,LMU LIGHTNING PLAN,7,30,186,2004,6,27,179,0.18615555999999997,0,0,0,0,209,2,2088,17,3,Lightning,NF,"c(0, 0)"
CA-LMU-002111|2003|1,2003,CA,CA-LMU-002111,LMU LIGHTNING PLAN,7,28,209,2003,7,20,201,0,0,0,0,0,554,1,1813,4,3,Lightning,NF,"c(0, 0)"
CA-LMU-002213|2002|1,2002,CA,CA-LMU-002213,LIGHTNING SERIES,7,20,201,2002,7,18,199,0.0809372,25e4,0,0,0,121,1,408,2,2,Lightning,NF,"c(0, 0)"
CA-LMU-2417|2003|1,2003,CA,CA-LMU-2417,LIGHTNING PLAN,8,31,214,2003,7,30,211,0,0,0,0,0,518,1,815,2,4,Lightning,NF,"c(0, 0)"
CA-LMU-3707|2006|1,2006,CA,CA-LMU-3707,HONEY,8,29,241,2006,8,24,236,0.8336531599999999,1e6,0,2,50,211,3,285,3,5,Human,NF,"c(0, 0)"
CA-LNU-004149|2005|1,2005,CA,CA-LNU-004149,Markley,7,7,188,2005,7,6,187,0.40468600000000005,0,0,0,0,325,0,409,0,3,Unk,,"c(0, 0)"
CA-LNU-4575|2002|1,2002,CA,CA-LNU-4575,GEYSERS,6,29,180,2002,6,28,179,0.0202343,64302,0,0,0,11,0,18,0,1,Unk,,"c(0, 0)"
CA-MEU-05277|2001|1,2001,CA,CA-MEU-05277,FITCH,7,21,202,2001,7,20,201,0.028328020000000002,0,0,3,10,121,0,121,0,2,Unk,,"c(0, 0)"
CA-MEU-6258|2001|1,2001,CA,CA-MEU-6258,Medicine,8,20,232,2001,8,19,231,0.27923334,0,0,2,0,0,0,0,0,0,Unk,,"c(0, 0)"
CA-MMU-008057|2003|1,2003,CA,CA-MMU-008057,AVE 7,5,20,140,2003,5,19,139,0.5058575,0,0,0,0,70,0,70,0,2,Unk,,"c(0, 0)"
CA-MMU-9021|2003|1,2003,CA,CA-MMU-9021,MC NAMERA,6,2,153,2003,6,2,153,2.630459,15e3,0,1,0,23,0,23,0,2,Unk,,"c(-13, 13.133333)"
CA-MRN-2428|2008|1,2008,CA,CA-MRN-2428,ANGEL,10,16,290,2008,10,12,286,1.6187440000000002,85e4,0,0,0,333,1,1334,3,4,Unk,H,"c(-122.4375, 37.874444)"
CA-MSM-000001|2005|1,2005,CA,CA-MSM-000001,SHOTHOLE,8,17,229,2005,8,17,229,1.416401,0,0,0,0,81,0,81,0,2,Unk,,"c(0, 0)"
CA-MVU-00000|2003|1,2003,CA,CA-MVU-00000,,9,19,262,2003,9,19,262,0,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
CA-MVU-01316|2002|1,2002,CA,CA-MVU-01316,SUTHERLAND,2,25,56,2002,2,21,52,0.00809372,0,0,0,0,108,0,108,0,3,Unk,,"c(0, 0)"
CA-MVU-4134|2003|1,2003,CA,CA-MVU-4134,SYCAMORE,6,20,171,2003,6,17,168,2.1043672,374e3,0,0,0,375,2,961,5,4,Human,NF,"c(0, 0)"
CA-MVU-5394|2006|1,2006,CA,CA-MVU-5394,Baja California-Mexico,6,24,175,2006,6,24,175,16.18744,0,0,0,0,408,0,2794,0,2,Unk,,"c(-115.316667, 30.866667)"
CA-MVU-5902|2003|1,2003,CA,CA-MVU-5902,OTAY,8,14,226,2003,8,13,225,0.43301401999999994,0,0,0,0,138,1,264,1,4,Unk,,"c(0, 0)"
CA-NEU 19733|2001|1,2001,CA,CA-NEU 19733,Farad,11,13,317,2001,11,10,314,0.607029,4e4,0,0,0,100,0,100,0,2,Unk,,"c(0, 0)"
CA-RRU-020299|2002|1,2002,CA,CA-RRU-020299,CAJALCO,3,19,78,2002,3,17,76,2.3269444999999997,0,0,0,0,75,0,150,0,4,Unk,,"c(0, 0)"
CA-RRU-051300|2003|1,2003,CA,CA-RRU-051300,Mine,7,6,187,2003,7,5,186,0.46134203999999995,0,0,0,4,130,2,130,2,2,Unk,,"c(0, 0)"
CA-RRU-067256|2001|1,2001,CA,CA-RRU-067256,Greenriver,9,30,273,2001,9,27,270,0.3035145,0,0,0,30,345,2,345,2,3,Unk,,"c(0, 0)"
CA-RRU-33134|2005|1,2005,CA,CA-RRU-33134,Knoll,4,20,110,2005,4,19,109,0.1618744,0,0,0,15,200,0,306,0,2,Unk,,"c(0, 0)"
CA-RRU-47513|2005|1,2005,CA,CA-RRU-47513,WHITEWATER,6,7,158,2005,6,7,158,0.04451546,0,0,0,0,23,0,23,0,3,Unk,,"c(0, 0)"
CA-RRU-55729|2002|1,2002,CA,CA-RRU-55729,HIGHWAY,7,30,211,2002,7,29,210,0.0404686,0,0,0,15,83,0,83,0,2,Unk,,"c(0, 0)"
CA-RRU-55745|2002|1,2002,CA,CA-RRU-55745,MONROE,7,31,212,2002,7,29,210,0.00404686,0,0,0,0,9,0,9,0,1,Unk,,"c(0, 0)"
CA-RRU-55755|2002|1,2002,CA,CA-RRU-55755,POLK,7,31,212,2002,7,29,210,0.00404686,0,0,0,0,20,0,20,0,2,Unk,,"c(0, 0)"
CA-RRU-57787|2001|1,2001,CA,CA-RRU-57787,SHADY,8,20,232,2001,8,20,232,0.1416401,0,0,0,15,49,0,49,0,2,Unk,,"c(0, 0)"
CA-RRU-75444|2003|1,2003,CA,CA-RRU-75444,HOLLAND,9,30,273,2003,9,30,273,0.42896716,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
CA-SBC-5761|2003|1,2003,CA,CA-SBC-5761,CEBADA,8,23,235,2003,8,23,235,0.04451546,0,0,0,0,105,1,213,2,5,Unk,,"c(0, 0)"
CA-SCU-0003241|2002|1,2002,CA,CA-SCU-0003241,Casa Loma,8,10,222,2002,8,8,220,0.11331208000000001,19e4,0,1,16,185,0,185,0,3,Unk,,"c(0, 0)"
CA-SCU-001791|2003|1,2003,CA,CA-SCU-001791,BIRD,6,3,154,2003,6,1,152,27.53483544,48e3,0,0,0,54,0,57,0,1,Unk,,"c(0, 0)"
CA-SCU-003485|2004|1,2004,CA,CA-SCU-003485,FREEWAY,6,28,180,2004,6,25,177,1.11693336,0,0,3,0,114,2,262,6,2,Unk,,"c(0, 0)"
CA-SCU-003508|2002|1,2002,CA,CA-SCU-003508,Chabot,8,21,233,2002,8,20,232,0.1416401,0,0,0,0,180,0,235,0,3,Unk,,"c(0, 0)"
CA-SCU-03376|2001|1,2001,CA,CA-SCU-03376,Del Valle,8,11,223,2001,8,8,220,0.46538890000000005,721349,0,0,0,460,0,536,0,2,Unk,,"c(0, 0)"
CA-SCU-2264|2003|1,2003,CA,CA-SCU-2264,MORGAN,7,27,182,2003,6,27,178,0.7082005,0,0,0,25,199,0,289,0,2,Unk,,"c(0, 0)"
CA-SCU-3081|2004|1,2004,CA,CA-SCU-3081,Nortonville,6,16,168,2004,6,4,156,0.7284348,0,0,0,0,95,0,190,0,2,Unk,,"c(0, 0)"
CA-SCU-3482|2001|1,2001,CA,CA-SCU-3482,LLagas,8,15,227,2001,8,13,225,0.01618744,0,0,0,0,63,0,189,0,3,Unk,,"c(0, 0)"
CA-SCU-4423|2001|1,2001,CA,CA-SCU-4423,Hicks,10,3,276,2001,10,1,274,0.12949952,0,0,0,0,8,0,8,0,3,Unk,,"c(0, 0)"
CA-SCU-4429|2001|1,2001,CA,CA-SCU-4429,San Ignacio,10,3,276,2001,10,1,274,0.24281160000000002,0,0,0,0,67,0,67,0,2,Unk,,"c(0, 0)"
CA-SKU-002088|2005|1,2005,CA,CA-SKU-002088,SKU Lightning Series,5,29,149,2005,5,28,148,0.0404686,31900,0,0,0,92,0,168,0,2,Lightning,NF,"c(0, 0)"
CA-SKU-002538|2004|1,2004,CA,CA-SKU-002538,LIGHTNING,7,30,187,2004,6,28,180,0.8498406000000001,458e3,0,0,0,192,0,788,0,1,Lightning,NF,"c(0, 0)"
CA-SKU-002865|2006|1,2006,CA,CA-SKU-002865,June SKU Lightning,7,30,184,2006,6,26,177,0.19424928000000002,362847,0,0,0,152,0,1067,0,3,Lightning,NF,"c(0, 0)"
CA-SKU-003072|2003|1,2003,CA,CA-SKU-003072,Lightning Cover,7,28,209,2003,7,23,204,0.11331208000000001,672115,0,0,0,148,1,1049,4,2,Lightning,NF,"c(0, 0)"
CA-SKU-003390|2005|1,2005,CA,CA-SKU-003390,SKU Lightning Cover,8,31,215,2005,7,29,210,0.1618744,539e3,0,0,0,312,0,1038,0,2,Lightning,NF,"c(0, 0)"
CA-SKU-003421|2006|1,2006,CA,CA-SKU-003421,July Lightning,7,29,210,2006,7,23,204,0.028328020000000002,361e3,0,0,0,122,0,217,0,1,Lightning,NF,"c(0, 0)"
CA-SKU-003583|2006|1,2006,CA,CA-SKU-003583,HOY,8,29,213,2006,8,29,213,5.19212138,632e3,0,0,0,173,0,582,0,4,Unk,,"c(0, 0)"
CA-SKU-003799|2006|1,2006,CA,CA-SKU-003799,SKU August #1 Lightning,8,11,223,2006,8,6,218,0.12140580000000001,608e3,0,0,0,198,0,290,0,3,Lightning,NF,"c(0, 0)"
CA-SKU-003866|2003|1,2003,CA,CA-SKU-003866,SKU LIGHTNING,9,31,245,2003,8,28,240,0.03237488,73417,0,0,0,38,1,134,2,2,Lightning,NF,"c(0, 0)"
CA-SKU-003991|2003|1,2003,CA,CA-SKU-003991,SKU LIGHTNING,9,7,250,2003,9,4,247,0.01618744,36580,0,0,0,16,0,35,0,1,Lightning,NF,"c(0, 0)"
CA-SLU-3367|2001|1,2001,CA,CA-SLU-3367,Deer,7,27,208,2001,7,27,208,0.12140580000000001,0,0,0,0,144,0,144,0,3,Unk,,"c(0, 0)"
CA-SMG-40807|2004|1,2004,CA,CA-SMG-40807,FURY,9,4,248,2004,9,4,248,0.3035145,0,0,0,200,240,1,244,1,3,Unk,,"c(0, 0)"
CA-SND-2011003|2002|1,2002,CA,CA-SND-2011003,Sorrento Valley Fire,2,10,41,2002,2,9,40,0.42896716,0,0,0,0,0,0,0,0,3,Unk,,"c(0, 0)"
CA-SND-FS06060435|2006|1,2006,CA,CA-SND-FS06060435,PARK VILLAGE,8,10,222,2006,7,6,187,0.08903092,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
CA-SQF-1423|2002|1,2002,CA,CA-SQF-1423,POWERHOUSE,7,7,188,2002,7,4,185,0.24281160000000002,0,0,0,0,285,0,741,0,5,Unk,,"c(0, 0)"
CA-TCU-005378|2001|1,2001,CA,CA-TCU-005378,SWISS,8,27,220,2001,7,27,208,0,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 38.1)"
CA-TCU-6616|2003|1,2003,CA,CA-TCU-6616,SEE TCU-6612,8,31,243,2003,8,31,243,0.40468600000000005,0,0,0,0,199,2,199,2,3,Unk,,"c(0, 0)"
CA-TGU-004575|2003|1,2003,CA,CA-TGU-004575,CLARK,7,30,211,2003,7,28,209,0.42087344000000004,16e4,0,0,0,222,2,272,2,3,Lightning,NF,"c(0, 0)"
CA-TGU-04446|2003|1,2003,CA,CA-TGU-04446,TGU LIGHTNING,7,24,205,2003,7,24,205,0.3237488,0,0,0,0,76,1,152,2,2,Lightning,NF,"c(0, 0)"
CA-TUU-0005598|2002|1,2002,CA,CA-TUU-0005598,OAT,6,5,156,2002,6,5,156,0.012140580000000002,0,0,0,0,51,0,51,0,2,Unk,,"c(0, 0)"
CA-TUU-006924|2004|1,2004,CA,CA-TUU-006924,Globe,6,20,172,2004,6,19,171,0.607029,0,0,0,0,63,1,126,2,2,Unk,,"c(0, 0)"
CA-VNC-0204822|2002|1,2002,CA,CA-VNC-0204822,"PACIFIC, INC.",7,4,185,2002,7,4,185,0.0809372,0,0,0,1,236,0,236,0,3,Unk,,"c(0, 0)"
CO-RGF-0385|2002|1,2002,CO,CO-RGF-0385,Rio Grande Complex,6,8,159,2002,6,4,155,0.7891377,65e4,0,0,4,259,0,506,0,8,Lightning,NF,"c(0, 0)"
FL-FLS-2006-15-0497|2006|1,2006,FL,FL-FLS-2006-15-0497,RILEY CHASE ROAD,6,26,177,2006,6,22,173,0.51395122,800,0,0,0,5,0,10,0,1,Lightning,NF,"c(0, 0)"
FL-FLS-2008-05-0051|2008|1,2008,FL,FL-FLS-2008-05-0051,LOST DOG FIRE,2,16,47,2008,2,10,41,1.011715,0,0,0,0,18,0,63,0,1,Human,NF,"c(0, 0)"
FL-FLS-D18-96|2002|1,2002,FL,FL-FLS-D18-96,Crocodile Fire,4,18,108,2002,4,18,108,0.8093720000000001,0,0,0,0,7,0,7,0,1,Unk,,"c(0, 0)"
FL-FLS-MISC1|2002|1,2002,FL,FL-FLS-MISC1,ABC MISC,6,18,169,2002,1,1,1,0,0,0,12,1186,0,0,0,0,0,Unk,,"c(0, 0)"
GA-CHF-01116|2001|1,2001,GA,GA-CHF-01116,Chatahoochee Fire Support,11,22,326,2001,11,16,320,5.01001268,1193e3,0,0,0,192,0,933,0,7,Human,NF,"c(0, 0)"
GA-GAS-AUGFIRE|2002|1,2002,GA,GA-GAS-AUGFIRE,AugFires,8,31,243,2002,8,1,213,0,0,0,0,0,0,0,0,0,0,Human,NF,"c(0, 0)"
GA-GAS-MISC1|2002|1,2002,GA,GA-GAS-MISC1,Apr-Jun,8,14,226,2002,4,1,91,0,0,0,18,174,0,0,0,0,0,Human,NF,"c(0, 0)"
KY-DBF-02042|2001|1,2001,KY,KY-DBF-02042,Redbird Fall Fires,11,23,327,2001,10,28,301,64.21962133999999,7474434,0,0,300,603,2,1439,8,9,Human,NF,"c(0, 0)"
MD-MDS-05-4015|2005|1,2005,MD,MD-MDS-05-4015,MDS Fire #2,6,29,180,2005,6,8,159,0.00404686,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
MD-MDS-05-4016|2005|1,2005,MD,MD-MDS-05-4016,MDS Fire #3,6,29,180,2005,6,8,159,0.00404686,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
MD-MDS-05-4017|2005|1,2005,MD,MD-MDS-05-4017,MDS Fire#4,6,29,180,2005,6,8,159,0.00404686,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
MD-MDS-05-4018|2005|1,2005,MD,MD-MDS-05-4018,MDS Fire #5,6,29,180,2005,6,8,159,0.00404686,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
MD-MDS-05-4019|2005|1,2005,MD,MD-MDS-05-4019,MDS Fire #6,6,29,180,2005,6,8,159,0.00404686,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
MI-HIF-003|2003|1,2003,MI,MI-HIF-003,East Lakle Fire,5,29,121,2003,4,28,118,0.060702900000000004,3e3,0,1,2,17,0,34,0,3,Unk,,"c(0, 0)"
MI-MIS-001042001|2006|1,2006,MI,MI-MIS-001042001,Keystone,8,7,219,2006,8,3,215,0.42896716,0,0,0,0,0,0,0,0,0,Lightning,H,"c(-87.750833, 47.400833)"
MI-MIS-004|2005|1,2005,MI,MI-MIS-004,Antrim #006,6,29,180,2005,6,7,158,0.09307777999999998,0,0,1,0,0,0,0,0,0,Unk,,"c(0, 0)"
MI-MIS-005|2005|1,2005,MI,MI-MIS-005,Arenac #006,6,29,180,2005,6,7,158,0.00404686,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
MI-MIS-006|2005|1,2005,MI,MI-MIS-006,Benzie #002,6,28,179,2005,6,7,158,0.0202343,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
MI-MIS-007|2005|1,2005,MI,MI-MIS-007,Charlevoix #003,6,28,179,2005,6,7,158,0.00809372,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
MI-MIS-008|2005|1,2005,MI,MI-MIS-008,Chippewa #008,6,28,179,2005,6,28,179,0.01618744,0,0,1,0,0,0,0,0,0,Unk,,"c(0, 0)"
MI-MIS-009|2005|1,2005,MI,MI-MIS-009,Clare #010,6,28,179,2005,6,7,158,0.00404686,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
MI-MIS-010|2005|1,2005,MI,MI-MIS-010,Clare #006,6,28,179,2005,6,28,179,0.00404686,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
MI-MIS-011|2005|1,2005,MI,MI-MIS-011,Delta #002,6,28,179,2005,6,28,179,0.024281160000000003,0,0,1,0,0,0,0,0,0,Unk,,"c(0, 0)"
MI-MIS-012|2005|1,2005,MI,MI-MIS-012,Lake #001,6,28,179,2005,6,28,179,0.00404686,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
MI-MIS-013|2005|1,2005,MI,MI-MIS-013,Mackinac #001,6,28,179,2005,6,7,158,0.00404686,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
MI-MIS-014|2005|1,2005,MI,MI-MIS-014,Marquette #002,6,29,180,2005,6,7,158,0.00404686,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
MI-MIS-015|2005|1,2005,MI,MI-MIS-015,Mecosta #003,6,29,180,2005,6,7,158,0.00404686,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
MI-MIS-016|2005|1,2005,MI,MI-MIS-016,Menominee #009,6,29,180,2005,6,7,158,0.00404686,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
MI-MIS-017|2005|1,2005,MI,MI-MIS-017,Montmorency #001,6,29,180,2005,6,7,158,0.00404686,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
MI-MIS-018|2005|1,2005,MI,MI-MIS-018,Oceana #006,6,29,180,2005,6,7,158,0.06879662,0,0,2,0,0,0,0,0,0,Unk,,"c(0, 0)"
MI-MIS-019|2005|1,2005,MI,MI-MIS-019,Osceola #005,6,29,180,2005,6,7,158,0.00809372,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
MI-MIS-020|2005|1,2005,MI,MI-MIS-020,Oseola #012,6,29,180,2005,6,7,158,0.028328020000000002,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
MI-MIS-021|2005|1,2005,MI,MI-MIS-021,Osceola #008,6,29,180,2005,6,7,158,0.00404686,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
MI-MIS-022|2005|1,2005,MI,MI-MIS-022,Oscoda #001,6,29,180,2005,6,7,158,0.20234300000000002,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
MN-MNS-14204307|2007|1,2007,MN,MN-MNS-14204307,Molly Lake Fire,5,1,121,2007,5,1,121,0.012140580000000002,0,0,0,0,0,0,0,0,0,Unk,,"c(0, 0)"
MN-MNS-31420430|2006|1,2006,MN,MN-MNS-31420430,Lake Hubert,4,13,103,2006,4,12,102,0.00404686,0,0,2,0,0,0,0,0,0,Unk,,"c(0, 0)"
MO-MOS-000066|2004|1,2004,MO,MO-MOS-000066,SKINNER,4,8,99,2004,4,8,99,0.67177876,0,0,0,3,9,0,9,0,2,Human,NF,"c(0, 0)"
MS-GBR-00H|2005|1,2005,MS,MS-GBR-00H,GRAND BAY,9,24,267,2005,9,17,260,4.04686,0,0,0,0,28,0,28,0,3,Unk,,"c(0, 0)"
MS-MSS-00204|2006|1,2006,MS,MS-MSS-00204,DUCAN'S FIRE,3,7,66,2006,1,19,19,0.01618744,0,0,1,0,5,0,5,0,2,Human,NF,"c(0, 0)"
MS-MSS-00205|2006|1,2006,MS,MS-MSS-00205,BRUSHY CREEK FIRE,3,8,67,2006,2,9,40,0.607029,0,0,0,0,17,0,22,0,2,Human,NF,"c(0, 0)"
MS-MSS-00206|2006|1,2006,MS,MS-MSS-00206,SMITH LANE FIRE,3,7,66,2006,2,14,45,0.00809372,0,0,0,0,5,0,5,0,2,Human,NF,"c(0, 0)"
MS-MSS-00207|2006|1,2006,MS,MS-MSS-00207,ENTRICAN FIRE,3,7,66,2006,2,14,45,0.5058575,0,0,0,0,5,0,5,0,1,Human,NF,"c(0, 0)"
MS-MSS-00208|2006|1,2006,MS,MS-MSS-00208,WOODS CREEK FIRE,3,7,66,2006,2,15,46,0.0404686,0,0,0,0,5,0,5,0,2,Human,NF,"c(0, 0)"
MS-MSS-00208A|2006|1,2006,MS,MS-MSS-00208A,KINGS FIRE,3,7,66,2006,2,16,47,0.7284348,0,0,0,0,11,0,11,0,2,Human,NF,"c(0, 0)"
MS-MSS-00210|2006|1,2006,MS,MS-MSS-00210,COUNTY LINE FIRE,3,7,66,2006,2,22,53,0.46538890000000005,0,0,0,0,15,0,15,0,2,Human,NF,"c(0, 0)"
MS-MSS-00211|2006|1,2006,MS,MS-MSS-00211,LOST FIRE,3,8,67,2006,2,24,55,0.6636850400000001,0,0,0,0,3,0,3,0,1,Human,NF,"c(0, 0)"
MS-MSS-00213|2006|1,2006,MS,MS-MSS-00213,PIG BRANCH FIRE,3,8,67,2006,2,26,57,1.214058,0,0,0,0,11,0,11,0,2,Human,NF,"c(0, 0)"
MS-MSS-00216|2006|1,2006,MS,MS-MSS-00216,WATERFORD FIRE,3,8,67,2006,3,3,62,0.40468600000000005,0,0,0,0,19,0,19,0,2,Human,NF,"c(0, 0)"
MS-MSS-00217|2006|1,2006,MS,MS-MSS-00217,DUPREE FIRE,3,8,67,2006,3,3,62,0.607029,0,0,0,0,9,0,9,0,2,Human,NF,"c(0, 0)"
MS-MSS-00218|2006|1,2006,MS,MS-MSS-00218,CEASAR FIRE,3,8,67,2006,3,3,62,1.011715,0,0,0,0,13,0,13,0,2,Human,NF,"c(0, 0)"
MS-MSS-00224|2006|1,2006,MS,MS-MSS-00224,SANDY CREEK FIRE,3,8,67,2006,3,4,63,2.02343,0,0,0,0,13,0,13,0,2,Human,NF,"c(0, 0)"
MS-MSS-00225|2006|1,2006,MS,MS-MSS-00225,ANNER FIRE,3,8,67,2006,3,4,63,1.0724179,0,0,0,0,15,0,15,0,2,Human,NF,"c(0, 0)"
MS-MSS-00226|2006|1,2006,MS,MS-MSS-00226,BLACK CREEK FIRE,3,8,67,2006,3,4,63,0.8903091999999999,0,0,0,0,11,0,11,0,2,Human,NF,"c(0, 0)"
MS-MSS-00227|2006|1,2006,MS,MS-MSS-00227,HICKMAN FIRE,3,8,67,2006,3,4,63,0.5058575,0,0,0,0,3,0,3,0,1,Human,NF,"c(0, 0)"
MS-MSS-00229|2006|1,2006,MS,MS-MSS-00229,CENTER RIDGE,3,8,67,2006,3,4,63,0.7284348,0,0,0,0,9,0,9,0,2,Human,NF,"c(0, 0)"
MS-MSS-00230|2006|1,2006,MS,MS-MSS-00230,ELLZEY FIRE,3,8,67,2006,3,5,64,0.12140580000000001,0,0,0,2,7,0,7,0,2,Human,NF,"c(0, 0)"
MS-MSS-00231|2006|1,2006,MS,MS-MSS-00231,SISTRUNK FIRE,3,8,67,2006,3,5,64,1.4568696,0,0,0,0,15,0,15,0,2,Human,NF,"c(0, 0)"
MS-MSS-00232|2006|1,2006,MS,MS-MSS-00232,PINOLO FIRE,3,8,67,2006,3,5,64,1.0521836,0,0,0,3,13,0,13,0,2,Human,NF,"c(0, 0)"
MS-MSS-00233|2006|1,2006,MS,MS-MSS-00233,MARION SCHOOL FIRE,3,8,67,2006,3,5,64,0.48562320000000003,0,0,0,0,3,0,3,0,1,Human,NF,"c(0, 0)"
MS-MSS-00236|2006|1,2006,MS,MS-MSS-00236,OSTEEN RD. FIRE,3,9,68,2006,3,5,64,1.6187440000000002,0,0,0,0,9,0,18,0,1,Human,NF,"c(0, 0)"
MS-MSS-00237|2006|1,2006,MS,MS-MSS-00237,CLEMNTS FIRE,3,8,67,2006,3,5,64,0.7082005,0,0,0,0,15,0,15,0,2,Human,NF,"c(0, 0)"
MS-MSS-00243|2006|1,2006,MS,MS-MSS-00243,GRANTHAM FIRE,3,8,67,2006,3,5,64,0.8903091999999999,0,0,0,0,7,0,7,0,1,Human,NF,"c(0, 0)"
MS-MSS-00244|2006|1,2006,MS,MS-MSS-00244,THOMPSON FIRE,3,8,67,2006,3,1,60,0.40468600000000005,0,0,0,0,9,0,9,0,2,Human,NF,"c(0, 0)"
MS-MSS-00245|2006|1,2006,MS,MS-MSS-00245,GALENA FIRE,3,8,67,2006,3,1,60,0.40468600000000005,0,0,0,14,9,0,9,0,1,Human,NF,"c(0, 0)"
MS-MSS-00246|2006|1,2006,MS,MS-MSS-00246,SPRING FIRE,3,8,67,2006,3,2,61,2.02343,0,0,0,0,25,0,25,0,2,Human,NF,"c(0, 0)"
MS-MSS-00247|2006|1,2006,MS,MS-MSS-00247,WOLF RIVER FIRE,3,8,67,2006,3,2,61,0.607029,0,0,0,0,11,0,11,0,2,Human,NF,"c(0, 0)"
MS-MSS-00248|2006|1,2006,MS,MS-MSS-00248,MORRIS CREEK FIRE,3,8,67,2006,3,5,64,0.00404686,0,0,0,0,13,0,13,0,2,Human,NF,"c(0, 0)"
MS-MSS-00249|2006|1,2006,MS,MS-MSS-00249,MT OLIVE,3,8,67,2006,3,5,64,0.40468600000000005,0,0,0,0,5,0,5,0,1,Human,NF,"c(0, 0)"
MS-MSS-00250|2006|1,2006,MS,MS-MSS-00250,HATCHIE RIVER,3,8,67,2006,3,5,64,2.428116,0,0,0,0,23,0,23,0,2,Human,NF,"c(0, 0)"
MS-MSS-00251|2006|1,2006,MS,MS-MSS-00251,WALL DOXEY,3,8,67,2006,3,3,62,0.40468600000000005,0,0,0,0,19,0,19,0,2,Human,NF,"c(0, 0)"
MS-MSS-00252|2006|1,2006,MS,MS-MSS-00252,CHICKASAW,3,8,67,2006,3,3,62,0.607029,0,0,0,0,9,0,9,0,2,Human,NF,"c(0, 0)"
MS-MSS-00253|2006|1,2006,MS,MS-MSS-00253,MORGAN fIRE,3,8,67,2006,3,6,65,1.0319493,0,0,0,0,5,0,5,0,1,Human,NF,"c(0, 0)"
MS-MSS-00253A|2006|1,2006,MS,MS-MSS-00253A,COWPEN FIRE,3,16,75,2006,3,6,65,1.214058,0,0,0,0,10,0,20,0,2,Human,NF,"c(0, 0)"
MS-MSS-0077|2006|1,2006,MS,MS-MSS-0077,RICEVILLE,1,5,5,2006,1,5,5,0.8093720000000001,0,0,0,0,10,0,10,0,3,Human,NF,"c(0, 0)"
MS-MSS-0079|2006|1,2006,MS,MS-MSS-0079,GRENADA JUNCTION,1,7,7,2006,1,7,7,0.060702900000000004,0,1,0,0,6,0,6,0,2,Human,NF,"c(0, 0)"
NC-CLQ-043002|2004|1,2004,NC,NC-CLQ-043002,BT-11,7,19,201,2004,7,16,198,6.07029,0,0,0,0,15,0,15,0,1,Human,L,"c(-76.420833, 35.016667)"
